# Fields: Name	IMDB ID	Wikipedia	Chortle ID	Gender
Craig Reid				male
Craig Revel Horwood	nm1380337	Craig_Revel_Horwood		male
Craige Els				male
Crispian Mills		Crispian_Mills		male
Crispin Hunt		Longpigs		male
Crispin Wright		Crispin_Wright		male
Crissy Rock	nm0734156	Crissy_Rock		female
Cristina Odone		Cristina_Odone		female
Crosbie Smith				male
Curtis Davies		Curtis_Davies		male
Curtis Stigers		Curtis_Stigers		male
Curtis Walker	nm1083163	Curtis_Walker	33295	male
Cush Jumbo	nm2685264	Cush_Jumbo		female
Cyd Hayman		Cyd_Hayman		female
Cyndi Lauper	nm0490980	Cyndi_Lauper		female
Cynthia Lennon		Cynthia_Lennon		female
Cynthia Marsh				female
Cynthia Nixon	nm633223	Cynthia_Nixon		female
Cyprian Broodbank		Cyprian_Broodbank		male
Cyril Smith		Cyril_Smith		male
Cyrus Broacha		Cyrus_Broacha		male
D J Taylor		D._J._Taylor		male
D.J. Ironik				male
D.J. Spoony				male
DJ Fresh		DJ_Fresh		male
DJ Sammy		DJ_Sammy		male
DJ Spoony	nm1683851	DJ_Spoony		male
Dafydd Elis Thomas		Dafydd_Elis-Thomas		male
Dafydd Elis-Thomas		Dafydd_Elis-Thomas		male
Dafydd Wigley		Dafydd_Wigley		male
Dai Greene		Dai_Greene		male
Daisy Dance				female
Daisy Lowe		Daisy_Lowe		female
Daisy McAndrew	nm1553212	Daisy_McAndrew		female
Daisy Sampson	nm1553212	Daisy_McAndrew		female
Dale Meeks	nm0576137	Dale_Meeks		male
Dale Winton	nm0936072	Dale_Winton		male
Dallas Campbell	nm0132352	Dallas_Campbell		male
Dambisa Moyo		Dambisa_Moyo		female
Dame Athene Donald		Athene_Donald		female
Dame Hermione Lee		Hermione_Lee		
Dame Olwen Hufton				female
Dame Thora Hird	nm0386331	Thora_Hird		female
Damian Green		Damian_Green		male
Damian Lewis	nm507073	Damian_Lewis		male
Damon Gough		Badly_Drawn_Boy		male
Damon Green				male
Damon Hill		Damon_Hill		male
Dan Aykroyd	nm101	Dan_Aykroyd		male
Dan Cluderay				male
Dan Evans			33217	male
Dan Gillespie Sells		Dan_Gillespie_Sells		male
Dan Hicks				male
Dan Hipgrave		Dan_Hipgrave		male
Dan Kowarsky		RyanDan		male
Dan Lobb		Dan_Lobb		male
Dan Maier		Daniel_Maier		male
Dan Renton Skinner	nm1360837	Dan_Renton_Skinner	3045	male
Dan Robinson				male
Dan Schreiber		Dan_Schreiber	33832	male
Dan Snow	nm1909316	Dan_Snow		male
Dan Stevens	nm1405398	Dan_Stevens		male
Dan Tetsell	nm1027087	Dan_Tetsell		male
Dan Walker				male
Dana				female
Dane Baptiste		Dane_Baptiste	33862	male
Dane Bowers		Dane_Bowers		male
Dani Filth	nm1029417	Dani_Filth		male
Dani Harmer	nm0363451	Dani_Harmer		female
Dani King		Dani_King		female
Daniel 'Swampy' Hopper				male
Daniel Bedingfield		Daniel_Bedingfield		male
Daniel Casey	nm0143401	Daniel_Casey		male
Daniel Dae Kim	nm0196654	Daniel_Dae_Kim		male
Daniel Finkelstein		Daniel_Finkelstein		male
Daniel Hannan		Daniel_Hannan		male
Daniel Karlin				male
Daniel Keatings		Daniel_Keatings		male
Daniel Libeskind		Daniel_Libeskind		male
Daniel MacPherson	nm0534205	Daniel_MacPherson		male
Daniel Merriweather		Daniel_Merriweather		male
Daniel Nettle				male
Daniel O'Donnell				male
Daniel Pearce	nm1280765	Daniel_Pearce		male
Daniel Pick		Daniel_Pick		male
Daniel Powter		Daniel_Powter		male
Daniel Radcliffe	nm705356	Daniel_Radcliffe		male
Daniel Sloss		Daniel_Sloss	33414	male
Daniel Szechi		Daniel_Szechi		male
Daniel Whiston	nm1824786	Daniel_Whiston		male
Daniela Denby-Ashe	nm0218923	Daniela_Denby-Ashe		female
Danielle Bux		Danielle_Lineker		female
Danielle George		Danielle_George		
Danielle Hope	nm3916322	Danielle_Hope		female
Danielle Schreve				female
Danielle Spencer				female
Danielle Ward	nm2962844	Danielle_Ward	399	female
Danniella Westbrook	nm0922449	Danniella_Westbrook		female
Dannielle Brent	nm0107565	Dannielle_Brent		female
Dannii Minogue	nm0591549	Dannii_Minogue		female
Danny Alexander	nm1591394	Danny_Alexander		male
Danny Baker	nm0048364	Danny_Baker		male
Danny Bayne				male
Danny Bhoy	nm1637965	Danny_Bhoy	107	male
Danny Care		Danny_Care		male
Danny Cipriani		Danny_Cipriani		male
Danny Crates				male
Danny Dyer	nm0245705	Danny_Dyer		male
Danny Finkelstein		Daniel_Finkelstein		male
Danny John-Jules	nm0424253	Danny_John-Jules		male
Danny Jones	nm1661506	Danny_Jones		male
Danny McGuire		Danny_McGuire		male
Danny McNamara		Danny_McNamara		male
Danny Miller				male
Danny Mills		Danny_Mills		male
Danny O'Donoghue				male
Danny Seward	nm0786541	Danny_Seward		male
Danny Ventura				male
Danny Wallace				male
Danny Wilkin		Rixton_(band)		male
Danny Young				male
Daphne DiConcetto		Daphne_and_Celeste		female
Daphne Park		Daphne_Park		female
Dappy		Dappy		male
Dara O'Briain	nm1465223	Dara_Ó_Briain	321	male
Darcey Bussell		Darcey_Bussell		female
Darcus Howe		Darcus_Howe		male
Darian Leader		Darian_Leader		male
Darius Campbell	nm0199421	Darius_Campbell		male
Darren Anderton		Darren_Anderton		male
Darren Barker		Darren_Barker		male
Darren Campbell		Darren_Campbell		male
Darren Day	nm0206372	Darren_Day		male
Darren Everest				male
Darren Gough		Darren_Gough		male
Darren Hayes	nm0370969	Darren_Hayes		male
Darren Jeffries	nm0420356	Darren_Jeffries		male
Darren McMullen	nm3406721	Darren_McMullen		male
Darryn Lyons	nm2098070	Darryn_Lyons		male
Daryl Hannah	nm435	Daryl_Hannah		female
Dave Allen			504	male
Dave Bartram				male
Dave Beasant		Dave_Beasant		male
Dave Berry				male
Dave Clark				male
Dave Fulton			435	male
Dave Gorman	nm0331057	Dave_Gorman	34	male
Dave Haywood		Dave_Haywood		male
Dave Hill		Dave_Hill	34198	male
Dave Johns	nm0424302	Dave_Johns	465	male
Dave Lee Travis	nm0871377	Dave_Lee_Travis		male
Dave Mustaine	nm615962	Dave_Mustaine		male
Dave Myers				male
Dave Spikey	nm0818730	Dave_Spikey	3133	male
David A. Stewart	nm347465	David_A._Stewart		male
David Aaronovitch		David_Aaronovitch		male
David Alton		David_Alton,_Baron_Alton_of_Liverpool		male
David Arnold	nm0003417	David_Arnold		male
David Astor	nm2856300	David_Astor		male
David Attenborough	nm0041003	David_Attenborough		male
David Baddiel	nm0045974	David_Baddiel	29	male
David Bagchi				male
David Basnett		David_Basnett		male
David Bates				male
David Bentley		David_Bentley		male
David Blake				male
David Blanchflower		David_Blanchflower		male
David Blunkett		David_Blunkett		male
David Bradley				male
David Bradshaw		David_Bradshaw		male
David Breeze		David_Breeze		male
David Brown				male
David Bull				male
David Cairns				male
David Calder				male
David Cameron				male
David Cannadine				male
David Carpenter				male
David Carry				male
David Cassidy				male
David Clark				male
David Coleman				male
David Coulthard				male
David Coverdale				male
David Cross			447	male
David Davies				male
David Davis				male
David Delargy				male
David Dickinson				male
David Dimbleby				male
David Ducasse				male
David Dunn				male
David Earl				other
David Ekserdjian				male
David Emanuel				male
David Ervine				male
David Essex				male
David Evans				male
David Florence				male
David Franklin				male
David Frum				male
David Garrett				male
David Gest				male
David Gower				male
David Grant				male
David Grummitt				male
David Guetta				male
David Haig				male
David Hamilton				male
David Harewood				male
David Hasselhoff				male
David Haye				male
David Heathcoat-Amory				male
David Howell				male
David Hunt				male
David Ian				male
David Icke				male
David Jackson				male
David Jacobs				male
David Jenkins				male
David Jones				male
David Jordan			34060	male
David Lammy				male
David Langton				male
David Laws				male
David Levy				male
David Lonsdale				male
David Marquand				male
David McAlmont				male
David McLetchie				male
David Mellor				male
David Miliband				male
David Miller				male
David Mitchell	nm0593267	David_Mitchell_(comedian)	33514	male
David Montgomery				male
David Moore				male
David Morgan			33846	male
David Moyes				male
David Murdoch				male
David Myers				male
David Napley				male
David Neilson				male
David O'Doherty	nm1589881	David_O'Doherty	437	male
David O'Leary				male
David Oliver				male
David Owen				male
David Papineau				male
David Penhaligon				male
David Price				male
David Puttnam				male
David Reed			33827	male
David Rendel				male
David Ridgway				male
David Roberts				male
David Roper			2827	male
David Rundle				male
David Sainsbury				male
David Schneider				male
David Schwimmer				male
David Seaman				male
David Sedley				male
David Shayler				male
David Sheppard				male
David Smith				male
David Sneddon				male
David Soul				male
David Spiegelhalter				male
David Spinx				male
David Stack				male
David Starkey				male
David Steel				male
David Steele				male
David Strettle				male
David Suchet				male
David Tang				male
David Taylor				male
David Tennant				male
David Thomas				male
David Threlfall				male
David Trimble				male
David Van Day				male
David Waddington				male
David Walker				male
David Walliams			3146	male
David Walton				male
David Wark				male
David Weir				male
David Wells				male
David Wickenden			2828	male
David Wilkinson				male
David Willetts				male
David Williams				male
David Womersley				male
David Wootton				male
David X Cohen				male
David Yelland				male
David Young				male
Davina Galica				female
Davina McCall				female
Davy Jones				male
Dawn Addams				female
Dawn Adiss				female
Dawn Airey				female
Dawn Annandale				female
Dawn French			3142	female
Dawn Harper				female
Dawn O'Porter				female
Dawn Primarolo				female
Dawn Steele				female
Dean Andrews				male
Dean Ashton				male
Dean Chisnall				male
Dean Dobbs				male
Dean Gaffney				male
Dean Lennox Kelly				male
Dean Macey				male
Dean Saunders				male
Deanne Nelson Henry				female
Dearbhla Molloy				female
Debbie Allen				female
Debbie McGee				female
Debbie Reynolds				female
Debbie Rix				female
Debbie Rush				female
Debbus Cabavan				female
Deborah Bull				female
Deborah Harry				female
Deborah Meaden				female
Deborah Orr				female
Deborah Thom				female
Deborah Watling				female
Debra Higgs Strickland				female
Debra Skene				female
Debra Stephenson				female
Decca Aitkenhead				female
Declan Donnelly				male
Declan Galbraith				male
Declan Kearney				male
Dee C. Lee				female
Deena Payne				female
Deirdre Kelly				female
Deirdre McSharry				female
Delia Lindsay				female
Delilah				female
Delon Armitage				male
Denis Feeney				male
Denis Healey				male
Denis Law				male
Denis Lawson				male
Denis MacShane				male
Denis Mareschal				male
Denis Norden			269	male
Denis Quilley				male
Denise Black				female
Denise Coffey				female
Denise Lewis				female
Denise Robertson				female
Denise Searle				female
Denise Van Outen				female
Denise Welch				female
Dennis Almeida				male
Dennis Locorriere				male
Dennis Murray				male
Dennis Potter				male
Dennis Rommedahl				male
Dennis Skinner				male
Dennis Taylor				male
Dennis Waterman				male
Denzil Davies				male
Derek Acorah				male
Derek Bond				male
Derek Dougan				male
Derek Draper				male
Derek Ezra				male
Derek Fatchett				male
Derek Fowlds				male
Derek Hatton				male
Derek Jacobi				male
Derek Laud				male
Derek Martin				male
Derek Nimmo	nm0632368	Derek_Nimmo		male
Derek Simpson				male
Derek Worlock				male
Dermot Morgan				male
Dermot Murnaghan				male
Dermot Nesbitt				male
Dermot O'Leary				male
Dermot Reeve				male
Derry Mensah				male
Dervla Kirwan				female
Deryck Guyler				male
Des Browne				male
Des Clarke			2	male
Des Lynam				male
Des O'Connor				male
Des Wilson				male
Desmond Lynam				male
Detta O'Cathain				female
Devonte Hynes				male
Dexter Fletcher				male
Dia Chakravarty				female
Diana Cornish				female
Diana Coupland				female
Diana Jeuda				female
Diana Krall				female
Diana Maddock				female
Diana Madill				female
Diana Quick				female
Diana Rigg				female
Diana Rookledge				female
Diana Spencer				female
Diana Vickers				female
Diana Warwick				female
Diane Abbott				female
Diane Birch				female
Diane Cilento				female
Diane Hart				female
Diane James				female
Diane Keen				female
Diane Morgan			2681	female
Diane Parish				female
Diane Purkiss				female
Diane Youdale Mayhew				female
Dianne Edwards				female
Dianne Hayter				female
Diarmaid MacCulloch				male
Diarmuid Gavin				male
Dick Clement				male
Dick Morris				male
Dick Taverne				male
Dick Valentine				male
Dickson Mabon				male
Didi Hamann				male
Dido				female
Dietmar Hamann				male
Digby Anderson				male
Digby Jones				male
Dillie Keane				female
Dilys Laye				female
Dinah Birch				female
Dinah Sheridan				female
Dinsdale Landen				male
Dion Dublin				male
Dionne Warwick				female
Dipak Nandy				male
Dirk Nannes				male
Dirk Obbink				male
Dita Von Teese				female
Dizzee Rascal				male
Djibril Cisse				male
Doc Brown			33412	male
Dolly Parton				female
Dolores O'Riordan				female
Dolph Lundgren				male
Dom Joly			33180	male
Dominic Brunt				male
Dominic Cooper				male
Dominic Cork				male
Dominic Grieve				male
Dominic Holland			646	male
Dominic Lawson				male
Dominic Lieven				male
Dominic Littlewood				male
Dominic Masters				male
Dominic Raab				male
Dominic Tighe				male
Dominic West				male
Dominic Wood				male
Don Brown				male
Don Foster				male
Don McLean				male
Don Pollacco				male
Donal MacIntyre				male
Donal Macintyre				male
Donald Anderson				male
Donald Churchill				male
Donald Dewar				male
Donald Findlay				male
Donald MacCormick				male
Donald Sinden				male
Donald Stewart				male
Donald Stokes				male
Donald Trelford				male
Donald Winch				male
Donatella Panayiotou				female
Donna Air				female
Donna McPhail			578	female
Donny MacLeod				male
Donny O'Rourke				male
Donny Osmond				male
Donny Tourette				male
Donya al Nahi				female
Doon Mackichan				female
Doreen Massey				female
Doris Behrens-Abouseif				female
Doron Swade				male
Dorothy Grace Elder				female
Dorothy Rowe				female
Doug Rao				male
Doug Stanhope			622	male
Dougie Anderson				male
Dougie Poynter				male
Douglas Adams				male
Douglas Alexander				male
Douglas Carswell				male
Douglas Fairbanks				male
Douglas Fairbanks Jr				male
Douglas Hogg				male
Douglas Hurd				male
Douglas Murray				male
Douglas Stuart				male
Dr Alice Roberts				female
Dr Anne Hardy				female
Dr Anthony Grayling				male
Dr Avtar Brah				female
Dr Ben Marsden				male
Dr Brian Greene				male
Dr Carolyn Porco				female
Dr Carolyne Larrington				female
Dr Catherine Bates				female
Dr Celeste-Marie Bernier				female
Dr Chris Cullen				male
Dr Chris Dye				male
Dr Christian Jessen				male
Dr Clare Jackson				female
Dr Clive Webb				male
Dr David Butler				male
Dr Eric Greene				male
Dr Erica McAlister				female
Dr Evelyn Welch				female
Dr Gwen Adshead				female
Dr Helen Castor				female
Dr Helena Cronin				female
Dr Janna Levin				female
Dr John Gribbin				male
Dr Jonathan Miller				male
Dr Juliet Mitchell				female
Dr Juliette Wood				female
Dr Karen Salt				female
Dr Ken Richardson				male
Dr Kevin Fong				male
Dr Laura Ashe				female
Dr Lucia Dolce				female
Dr Lucie Green				female
Dr Lucy Grig				female
Dr Lynda Birke				female
Dr Mark Goldie				male
Dr Mark Porter				male
Dr Mark Spencer				male
Dr Mary Archer				female
Dr Mary Kaldor				female
Dr Mary Vincent				female
Dr Michelle Brown				female
Dr Miriam Stoppard				female
Dr Nancy Wood				female
Dr Neil Johnson				male
Dr Niall Ferguson				male
Dr Nick Groom				male
Dr Nick Lane				male
Dr Phil Hammond				male
Dr Richard Gameson				male
Dr Robert Fraser				male
Dr Sandy Knapp				female
Dr Sarah Barber				female
Dr Sarah Meer				female
Dr Seth Shostak				male
Dr Susan Stuart				female
Dr Theodore Zeldin				male
Dr Val Gibson				female
Dr Vicky Neale				female
Dr Vivienne Lo				female
Drew Middleton				male
Drusilla Beyfus				female
Duncan Bannatyne				male
Duncan Goodhew				male
Duncan James				male
Duncan Kennedy				male
Duncan Pow				male
Duncan Weir				male
Dustin Hoffman				male
Duwayne Brooks				male
Dwayne Peel				male
Dwight Yorke				male
Dynamo				male
Eamon Duffy				male
Eamonn Holmes				male
Eartha Kitt				female
Easther Bennett				female
Eaton James				male
Ebony Rainford-Brent				female
Ed Balls				male
Ed Byrne	nm0126170	Ed_Byrne_(comedian)	91	male
Ed Clancy				male
Ed Copeland				
Ed Davey				male
Ed Gamble			33568	male
Ed Koch				male
Ed Miliband				male
Ed Pearce				male
Ed Rothe				male
Ed Sheeran				male
Ed Vaizey				male
Eddi Reader				female
Eddie Brill				male
Eddie Butler				male
Eddie Duffy				male
Eddie Fisher				male
Eddie Izzard			113	male
Eddie Kadi			33601	male
Eddie Large				male
Eddie Mair				male
Eddie Pepperell				male
Eddie Spence				male
Eddy Grant				male
Edith Bowman				female
Edith Hall				female
Edna Healey				female
Edna Ismail				female
Edna O'Brien				female
Edward Blishen				male
Edward Chaney				male
Edward Daly				male
Edward Fox				male
Edward Gardner				male
Edward Grimes				male
Edward Heath				male
Edward Hibbert				male
Edward Judd				male
Edward Luttwak				male
Edward Morris				male
Edward Pearce				male
Edward Petherbridge				male
Edward Roberts				male
Edward Shackleton				male
Edward Stourton				male
Edward Woodward				male
Edward de Souza				male
Edward du Cann				male
Edwin King				male
Edwin Moses				male
Edwin Williamson				male
Edwina Currie				female
Edwyn Collins				male
Effie Morrison				female
Efraín Kristal				male
Eileen Atkins				female
Eilidh Child				female
Elaine C. Smith				female
Elaine Crinnion				female
Elaine Foster				female
Elaine Glover				female
Elaine Lordan				female
Elaine Paige				female
Elaine Stritch				female
Eldon Griffiths				male
Eleanor Morton			33802	female
Eleanor Robson				female
Eleanor Stride				female
Eleanor Summerfield				female
Eleanor Weston				female
Elen Rivas				female
Elena Baltacha				female
Elena Lappin				female
Elfyn Llwyd				male
Elin Jones				female
Elinor Goodman				female
Elis James			33351	male
Elis Thomas				male
Elisabeth Beresford				female
Elisabeth van Houts				female
Elise Christie				female
Eliza Doolittle				female
Elizabeth Ashman Rowe				female
Elizabeth Boa				female
Elizabeth Bruton				female
Elizabeth Cottrell				female
Elizabeth Dawn				female
Elizabeth Edwards				female
Elizabeth Eger				female
Elizabeth Estensen				female
Elizabeth Evenden				female
Elizabeth Filkin				female
Elizabeth Frood				female
Elizabeth Graham				female
Elizabeth Hoodless				female
Elizabeth Knight				female
Elizabeth McGovern				female
Elizabeth Meehan				female
Elizabeth Rees				female
Elizabeth Rowe				female
Elizabeth Shields				female
Elizabeth Sidney				female
Elizabeth Symons				female
Elizabeth Tan				female
Elizabeth Truss				female
Elkie Brooks				female
Ell				male
Ella Eyre				female
Ella Henderson				female
Elle Macpherson				female
Ellen Adams				female
Ellen O'Gorman				female
Ellen O’Gorman				female
Ellie Goulding				female
Ellie Simmonds				female
Ellie Taylor			33795	female
Elspeth Howe				female
Elvis Costello				male
Emeka Anyaoku				male
Emilia Fox				female
Emily Ashton				female
Emily Atack				female
Emily Bernhard Jackson				female
Emily Humphries				female
Emily Joyce				female
Emily Lethbridge				female
Emily Macfarquhar				female
Emily Maitlis				female
Emily Richard				female
Emily Symons				female
Emily Thornberry				female
Emily Winterburn				female
Emma Atkins				female
Emma Barker				female
Emma Barton				female
Emma Boon				female
Emma Boughton				female
Emma Bunton				female
Emma Clery				female
Emma Davies				female
Emma Forbes				female
Emma Freud				female
Emma Griffin				female
Emma Jones				female
Emma Kennedy				female
Emma Loosley				female
Emma Mason				female
Emma Milne				female
Emma Nicholson				female
Emma Rigby				female
Emma Samms				female
Emma Smith				female
Emma Soames				female
Emma Thompson				female
Emma Willis				female
Emmy-Kate Montrose				female
Emo Philips			33657	male
Engelbert Humperdinck				male
Enid Ralphs				female
Enn Reitel				male
Enoch Powell				male
Enrique Iglesias				male
Enya				female
Eoin Morgan				male
Eos Chater				female
Eric Bristow				male
Eric Faulkner				male
Eric Forth				male
Eric Hall				male
Eric Heffer				male
Eric Hobsbawm				male
Eric Idle				male
Eric Knowles				male
Eric McCormack				male
Eric Morley				male
Eric Pickles				male
Eric Roberts				male
Eric Robinson				male
Eric Varley				male
Erin Saltman				female
Erin Sullivan				female
Ernesto Escobar de Tijuana				male
Errol Brown				male
Estelle				female
Estelle Morris				female
Esther Leslie				female
Esther McVey				female
Esther Rantzen				female
Euan Barton				male
Euan Cameron				male
Euan Ferguson				male
Eugene O'Hagan				male
Eusebius McKaiser				male
Eva Pascoe				female
Eva Pope				female
Evan Davis				male
Evan Harris				male
Evander Holyfield				male
Eve Matheson				female
Eve Mitleton-Kelly				
Eve Muirhead				female
Eve Myles				female
Eve Pollard				female
Evelyn Fishburn				female
Evelyn Welch				female
Evgeny Lebedev				male
Ewen Bremner				male
Ewen MacIntosh			3092	male
Example				male
Faisal Devji				male
Faith Brown				female
Fanny Cradock				female
Farrokh Vajifdar				male
Faryl Smith				female
Fatboy Slim				male
Fatima Whitbread				female
Fatman Scoop				male
Fay Bound Alberti				female
Fay Dowker				female
Fay Ripley				female
Fay Weldon				female
Faye Tozer				female
Fazer				male
Fearne Cotton	nm0183092	Fearne_Cotton		female
Federico Martone				male
Fee Glover				female
Felicity Green				female
Felicity Kendal				female
Felicity Montagu				female
Felicity Ward			34056	female
Felipe Fernandez Armesto				male
Felipe Fernandez-Armesto				male
Felix Buxton				male
Felix Dexter			574	male
Fenella Fielding				female
Fergie				female
Fern Brady			33818	female
Fern Britton				female
Fernando Peire				male
Fi Glover				female
Fiona Allen				female
Fiona Armstrong				female
Fiona Bruce				female
Fiona Driscoll				female
Fiona Fullerton				female
Fiona Gilmore				female
Fiona Lewis				female
Fiona May				female
Fiona Miller				female
Fiona Phillips				female
Fiona Ross				female
Fiona Watson				female
Fish				male
Flavia Cacace				female
Fleur East				female
Foxes				female
Fran Brearton				female
Fran Cosgrave				male
Fran Godfrey				female
Fran Halsall				female
Frances Barber				female
Frances Bennett				female
Frances Coverdale				female
Frances Crook				female
Frances Donnelly				female
Frances Edmonds				female
Frances Knight				female
Frances Morrell				female
Frances Morris				female
Frances O'Connor				female
Frances Wood				female
Francesca Annis				female
Francesca Martinez			53	female
Francesca Sandford				female
Francine Lewis				female
Francis Ames-Lewis				male
Francis Fukuyama				male
Francis Matthews				male
Francis Maude				male
Francis Pym				male
Francis Rossi				male
Francis Wheen	nm1496358	Francis_Wheen		male
Frank Barber				male
Frank Bough				male
Frank Carson			33889	male
Frank Close				male
Frank Cogliano				male
Frank Delaney				male
Frank Dobson				male
Frank Doe				male
Frank Field				male
Frank James				male
Frank Johnson				male
Frank Judd				male
Frank Keating				male
Frank Lampard				male
Frank McLynn				male
Frank Middlemass				male
Frank Muir				male
Frank Skinner			178	male
Frank Windsor				male
Frankie Boyle	nm1480726	Frankie_Boyle	639	male
Frankie Bridge				female
Frankie Fitzgerald				male
Frankie Fraser				male
Frankie Sandford				female
Frankie Valli				male
Fraser Nelson				male
Fred Ingrams				male
Fred MacAulay	nm0531324	Fred_MacAulay	314	male
Fred Macaulay				male
Fred McPherson				male
Fred Piper				
Fred Spoor				male
Fred Talbot				male
Freda Payne				female
Freddie Flintoff				male
Freddie Starr				male
Frederic Raphael				male
Frederick Forsyth				male
Frederick Lawton				male
Frederik Pedersen				male
Freshta Raper				female
Freya North				female
Frisbee Sheffield				female
Fritz Spiegl				male
Fulton MacKay				male
Fulton Mackay				male
Fuse ODG				male
Fyfe Dangerfield				male
Fyfe Robertson				male
Gabby Logan				female
Gabby Roslin				female
Gabriella Cilmi				female
Gabriella Irimia				female
Gabriella Mazzali				female
Gabrielle				female
Gabrielle Drake				female
Gabrielle Glaister				female
Gaby Roslin				female
Gaia Servadio				male
Gail Emms				female
Gail Porter				female
Gaizka Mendieta				male
Galen Strawson				male
Gareth Gates				male
Gareth Gwyn				male
Gareth Hale				male
Gareth Jones				male
Gareth Malone				male
Gareth Stedman Jones				male
Gareth Thomas				male
Gareth Waugh			33968	male
Garret Fitzgerald				male
Garry Bushell				male
Garry Kasparov				male
Gary Barlow				male
Gary Beadle				male
Gary Brooker				male
Gary Delaney			266	male
Gary Hart				male
Gary Jules				male
Gary Kemp				male
Gary Lineker				male
Gary Lucy				male
Gary McAllister				male
Gary Moore				male
Gary Pallister				male
Gary Rhodes				male
Gary Speed				male
Gary Stringer				male
Gary Tiedemann				male
Gary Webster				male
Gary Wilmot				male
Garðar Cortes				male
Gavin Esler				male
Gavin Flood				male
Gavin Hastings				male
Gavin Henson				male
Gavin Laird				male
Gavin Stamp				male
Gavin Strang				male
Gavin Webster			284	male
Gay Hamilton				female
Gay Search				female
Gay-Yee Westerhoff				female
Gayle Hunnicutt				female
Gaynor Faye				female
Gemma Atkinson				female
Gemma Bissix				female
Gemma Cairney				female
Gemma Calvert				female
Gemma Collins				female
Gemma Craven				female
Gemma Gibbons				female
Gemma Jones				female
Gemma Merna				female
Gemma Whelan			33691	female
Gene Simmons				male
General Sir Michael Rose				male
Gennaro Contaldo				male
Geoff Capes				male
Geoff Hampton				male
Geoff Hoon				male
Geoff Parling				male
Geoffrey Cantor				male
Geoffrey Dickinson				male
Geoffrey Hayes				male
Geoffrey Howe				male
Geoffrey Hughes				male
Geoffrey Palmer				male
Geoffrey Pattie				male
Geoffrey Rippon				male
Geoffrey Robertson				male
Geoffrey Robinson				male
Geoffrey Thomas				male
Geoffrey Wheeler				male
Geordan Murphy				male
George Beccaloni				male
George Benson				male
George Bernard				male
George Brown				male
George Carey				male
George Carman				male
George Clarke				male
George Cole				male
George Foulkes				male
George Galloway				male
George Gheverghese Joseph				male
George Kay				male
George Lamb				male
George Lane				male
George Layton				male
George Martin				male
George Melly				male
George Michael				male
George Monbiot				male
George Osborne				male
George Pascoe-Watson				male
George Phillips				male
George Robertson				male
George Shelley				male
George Steiner				
George Takei				male
George Thomas				male
George Walden				male
George Watts				male
George Wendt				male
George Wright				male
George Young				male
George Younger				male
Georgia Groome				female
Georgia May Foote				female
Georgia Moffett				female
Georgia Slowe				female
Georgia Taylor				female
Georgie Thompson				female
Georgina Bouzova				female
Geraint Thomas				male
Gerald Edelman				
Gerald Harper				male
Gerald Kaufman				male
Gerald Malone				male
Geraldine Jones				female
Geraldine McEwan				female
Gerard van Gelder				male
Geri Halliwell				female
Germaine Greer	nm0339442	Germaine_Greer		female
Gerry Adams				male
Gerry Fitt				male
Gerry Kelly				male
Gerry Robinson				male
Gerry Stergiopoulos				male
Gethin Jenkins				male
Gethin Jones				male
Ghada Karmi				female
Gigi Morley				female
Giles Coren				male
Giles Fraser				male
Giles Radice				male
Gill Nott				female
Gill Pyrah				female
Gillian Beer				female
Gillian Darley				female
Gillian Hawser				female
Gillian Lynne				female
Gillian McKeith				female
Gillian Miles				female
Gillian Peele				female
Gillian Relf				female
Gillian Reynolds				female
Gillian Shephard				female
Gillian Taylforth				female
Gillian Tett				female
Gillian du Charme				female
Gilly Coman				female
Gina G.				female
Gina Yashere			219	female
Gino D'Acampo	nm1687339	Gino_D'Acampo		male
Gizzi Erskine				female
Glen Gregory				male
Glen Matlock				male
Glen Power				male
Glen Smyth				male
Glenda Jackson				female
Glenn Carter				male
Glenn Hoddle				male
Glenn Hugill				male
Glenn McGrath				male
Glenn Tilbrook				male
Glenn Wool			612	male
Glennis Kinnock				female
Glenys Kinnock				female
Glenys Roberts				female
GloZell				female
Gloria De Piero				female
Gloria Hunniford				female
Glynis Barber				female
Glynis Johns				female
Godfrey Bloom				male
Godfrey Smith				male
Godrey Smith				male
Gok Wan				male
Goldie				male
Gordon Brown				male
Gordon Burns				male
Gordon Clough				male
Gordon Greenidge				male
Gordon Haskell				male
Gordon Honeycombe				male
Gordon Jackson				male
Gordon Kennedy				male
Gordon Ramsay				male
Gordon Strachan				male
Gordon Wilson				male
Gore Vidal				male
Grace Adams-Short				female
Grace Chatto				female
Grace Dent				female
Grace Ioppolo				female
Graeme Garden	nm0306660	Graeme_Garden	2887	male
Graeme Hawley				male
Graeme Le Saux				male
Graeme Sharp				male
Graeme Souness				male
Graeme Squires				male
Graeme Stanton				male
Graeme Swann				male
Graham Bell				male
Graham Cole				male
Graham Coxon				male
Graham Gooch				male
Graham Gouldman				male
Graham Hill				male
Graham Leonard				male
Graham Linehan				male
Graham Norton	nm0636218	Graham_Norton		male
Graham Onions				male
Graham Robb				male
Graham Taylor				male
Graham Thorpe				male
Graham Walton				male
Grahame Bulfield				male
Grainne Maguire			33246	female
Grant Nicholas				male
Grant Shapps				male
Grayson Perry				male
Green				
Greg Clark				male
Greg Davies			139	male
Greg Dyke				male
Greg James				male
Greg McHugh			33325	male
